"DATA_YEAR","ARRESTEE_ID","INCIDENT_ID","ARRESTEE_SEQ_NUM","ARREST_DATE","ARREST_TYPE_ID","MULTIPLE_INDICATOR","OFFENSE_TYPE_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_CODE","UNDER_18_DISPOSITION_CODE","CLEARANCE_IND","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2019,34861553,115820445,1,25-AUG-19,1,"N",35,5,29,"M",1,2,"R","","",29,0
2019,34813802,115836452,1,15-AUG-19,1,"N",27,5,31,"M",1,,"","","",31,0
2019,34813813,115820457,1,25-AUG-19,1,"N",49,5,49,"M",1,2,"","","",49,0
2019,34813830,115820480,1,22-AUG-19,2,"N",35,5,25,"M",1,2,"","","",25,0
2019,34813849,115820494,1,09-AUG-19,1,"N",51,5,41,"M",1,2,"R","","",41,0
2019,34861577,115820514,1,27-MAR-19,2,"N",23,5,23,"F",1,2,"","","",23,0
2019,34861578,115820514,2,27-MAR-19,1,"N",23,5,24,"M",2,2,"R","","",24,0
2019,34861579,115820515,1,27-MAR-19,1,"N",23,5,19,"M",1,2,"N","","",19,0
2019,34871922,115820517,1,19-AUG-19,1,"N",51,5,44,"M",1,2,"R","","",44,0
2019,34861580,115820524,1,27-AUG-19,2,"N",51,5,17,"F",1,2,"R","R","",17,0
2019,34871928,115836654,1,14-AUG-19,1,"N",51,5,21,"M",1,2,"R","","",21,0
2019,34813897,115836679,1,28-MAR-19,1,"N",23,5,28,"M",1,2,"N","","",28,0
2019,34861584,115836699,1,27-AUG-19,1,"N",35,5,49,"F",1,2,"","","",49,0
2019,34813910,115820542,1,28-MAR-19,1,"N",51,5,24,"F",1,2,"","","",24,0
2019,34813912,115836706,1,14-AUG-19,1,"N",28,5,27,"M",4,2,"N","","",27,0
2019,36225244,118782130,1,10-JUL-19,3,"N",27,5,50,"M",1,2,"","","",50,0
2019,36223737,118787389,2,01-NOV-19,1,"N",51,5,14,"M",2,2,"R","R","",14,0
2019,36225453,118778902,1,18-NOV-19,2,"N",56,5,25,"M",1,3,"R","","",25,0
2019,36223739,118782611,1,10-OCT-19,1,"N",35,5,36,"M",1,2,"N","","",36,0
2019,36230219,118778906,1,04-AUG-19,1,"N",27,5,52,"M",1,2,"R","","",52,0
2019,36225457,118782619,1,11-OCT-19,1,"N",51,5,71,"F",1,2,"R","","",71,0
2019,36230233,118787505,1,12-OCT-19,1,"N",23,5,28,"M",1,2,"","","",28,0
2019,36230237,118782703,1,09-OCT-19,1,"N",48,5,53,"M",1,2,"R","","",53,0
2019,36230325,118782861,1,09-OCT-19,2,"N",51,5,54,"M",1,2,"R","","",54,0
2019,36223832,118779306,1,26-NOV-19,3,"N",30,5,56,"M",1,2,"R","","",56,0
2019,36225669,118782920,1,28-OCT-19,2,"N",51,5,39,"F",1,2,"R","","",39,0
2019,36225674,118782934,1,08-OCT-19,2,"N",5,5,20,"M",1,2,"R","","",20,0
2019,36225702,118782990,1,07-NOV-19,2,"N",51,5,21,"F",1,2,"","","",21,0
2019,36225724,118783035,1,07-NOV-19,1,"N",21,5,21,"M",1,,"","","",21,0
2019,36223897,118783052,1,24-OCT-19,3,"N",35,5,56,"M",1,2,"R","","",56,0
2019,36223944,118779616,1,11-NOV-19,3,"N",51,5,27,"M",1,1,"R","","",27,0
2019,36225810,118779619,1,12-MAY-19,2,"N",45,5,26,"M",2,2,"R","","",26,0
2019,36223952,118779645,1,02-NOV-19,3,"C",51,5,39,"F",1,3,"R","","",39,0
2019,36225831,118783223,1,11-NOV-19,3,"N",45,5,32,"M",1,2,"R","","",32,0
2019,36225836,118788561,1,23-NOV-19,3,"C",5,5,58,"M",2,3,"N","","",58,0
2019,36223960,118788570,1,20-OCT-19,3,"C",44,5,42,"M",0,1,"U","","",42,0
2019,36230445,118779678,1,04-NOV-19,2,"N",16,5,14,"M",2,2,"R","R","",14,0
2019,36225848,118783256,1,21-OCT-19,2,"N",23,5,30,"F",1,3,"N","","",30,0
2019,36230450,118783259,2,12-OCT-19,1,"N",47,5,32,"M",1,2,"N","","",32,0
2019,36230449,118783259,1,12-OCT-19,1,"N",14,5,36,"F",1,2,"R","","",36,0
2019,36225854,118783265,1,26-NOV-19,1,"N",27,5,27,"M",4,2,"R","","",27,0
2019,36966478,120834126,1,12-DEC-19,1,"N",45,5,26,"M",1,2,"R","","",26,0
2019,36958271,120834161,1,05-MAY-19,1,"N",16,5,19,"M",1,1,"R","","",19,0
2019,36966516,120834192,2,07-NOV-19,1,"N",45,5,29,"M",1,1,"R","","",29,0
2019,36966515,120834192,1,02-DEC-19,3,"N",45,5,25,"M",1,1,"R","","",25,0
2019,36966522,120834205,1,29-SEP-19,2,"N",16,5,49,"M",1,2,"N","","",49,0
2019,36958301,120828538,1,06-DEC-19,3,"N",63,5,22,"F",1,2,"R","","",22,0
2019,36966567,120834292,1,15-NOV-19,1,"N",14,5,33,"M",1,2,"R","","",33,0
2019,36958354,120834363,1,18-OCT-19,2,"N",48,5,12,"M",1,2,"R","R","",12,0
2019,36217479,118758907,1,04-NOV-19,1,"N",51,5,18,"M",1,2,"R","","",18,0
2019,36221622,118766881,1,14-NOV-19,1,"N",51,5,35,"M",1,2,"R","","",35,0
2019,36212663,118762170,1,09-NOV-19,2,"N",63,5,34,"M",1,2,"","","",34,0
2019,36212666,118762175,1,05-NOV-19,3,"N",27,5,33,"M",1,2,"","","",33,0
2019,36221632,118758972,1,12-MAY-19,3,"C",45,5,24,"M",1,2,"N","","",24,0
